complaint_id,customer_id,complaint_date,complaint_type,resolution_status,resolution_days
COMP155370,CUST138722,2026-01-01,Network Issue,Resolved,6
COMP155371,CUST138726,2025-08-08,Network Issue,Pending,1
COMP155372,CUST138726,2025-12-01,Data/Speed Issue,Resolved,2
COMP155373,CUST138728,2025-09-29,Other,Resolved,6
COMP155374,CUST138728,2025-08-14,Data/Speed Issue,Resolved,6
COMP155375,CUST138728,2025-11-29,Billing Issue,Pending,4
COMP155376,CUST138728,2026-01-18,Service Quality,Resolved,6
COMP155377,CUST138728,2025-10-31,Service Quality,Resolved,5
COMP155378,CUST138729,2025-08-11,Data/Speed Issue,Resolved,3
COMP155379,CUST138731,2025-09-23,Data/Speed Issue,Resolved,1
COMP155380,CUST138731,2025-08-10,Other,Pending,4
COMP155381,CUST138732,2025-09-25,Billing Issue,Resolved,6
COMP155382,CUST138732,2025-09-21,Billing Issue,Resolved,5
COMP155383,CUST138732,2025-11-12,Billing Issue,Resolved,5
COMP155384,CUST138732,2025-09-20,Service Quality,Resolved,1
COMP155385,CUST138732,2025-10-26,Service Quality,Resolved,5
COMP155386,CUST138733,2025-10-19,Network Issue,Resolved,6
COMP155387,CUST138733,2025-09-21,Service Quality,Resolved,6
COMP155388,CUST138733,2026-01-13,Network Issue,Resolved,6
COMP155389,CUST138734,2025-10-24,Billing Issue,Resolved,2
COMP155390,CUST138735,2025-12-14,Billing Issue,Resolved,4
COMP155391,CUST138736,2025-08-14,Billing Issue,Resolved,4
COMP155392,CUST138738,2025-08-23,Billing Issue,Resolved,7
COMP155393,CUST138738,2025-11-01,Data/Speed Issue,Pending,14
COMP155394,CUST138738,2026-01-21,Network Issue,Resolved,6
COMP155395,CUST138739,2025-11-30,Data/Speed Issue,Resolved,14
COMP155396,CUST138739,2025-09-13,Network Issue,Resolved,6
COMP155397,CUST138739,2026-01-05,Data/Speed Issue,Resolved,10
COMP155398,CUST138740,2026-01-17,Other,Resolved,2
COMP155399,CUST138740,2025-11-22,Billing Issue,Pending,2
COMP155400,CUST138740,2025-12-03,Network Issue,Resolved,3
COMP155401,CUST138742,2025-08-08,Network Issue,Resolved,4
COMP155402,CUST138744,2025-09-29,Data/Speed Issue,Resolved,6
COMP155403,CUST138745,2025-12-01,Data/Speed Issue,Resolved,3
COMP155404,CUST138747,2025-09-23,Service Quality,Pending,8
COMP155405,CUST138747,2026-01-23,Billing Issue,Resolved,11
COMP155406,CUST138747,2025-10-30,Service Quality,Resolved,10
COMP155407,CUST138748,2025-11-10,Network Issue,Pending,14
COMP155408,CUST138748,2025-08-26,Billing Issue,Pending,4
COMP155409,CUST138748,2025-09-24,Service Quality,Resolved,14
COMP155410,CUST138748,2025-11-14,Billing Issue,Resolved,12
COMP155411,CUST138750,2025-12-26,Network Issue,Resolved,2
COMP155412,CUST138752,2025-09-15,Network Issue,Resolved,2
COMP155413,CUST138752,2025-09-14,Network Issue,Resolved,5
COMP155414,CUST138752,2025-12-02,Network Issue,Resolved,5
COMP155415,CUST138754,2026-01-30,Network Issue,Pending,10
COMP155416,CUST138758,2026-01-19,Billing Issue,Resolved,4
COMP155417,CUST138758,2025-11-12,Data/Speed Issue,Pending,5
COMP155418,CUST138758,2025-09-15,Billing Issue,Resolved,5
COMP155419,CUST138758,2025-12-22,Network Issue,Pending,9
COMP155420,CUST138760,2026-01-11,Other,Resolved,14
COMP155421,CUST138760,2025-08-16,Network Issue,Resolved,9
COMP155422,CUST138760,2025-09-28,Billing Issue,Resolved,3
COMP155423,CUST138762,2025-10-20,Data/Speed Issue,Resolved,5
COMP155424,CUST138762,2025-11-13,Billing Issue,Pending,4
COMP155425,CUST138762,2025-08-26,Billing Issue,Resolved,2
COMP155426,CUST138765,2026-01-03,Billing Issue,Resolved,4
COMP155427,CUST138765,2025-11-12,Data/Speed Issue,Resolved,3
COMP155428,CUST138765,2025-08-19,Data/Speed Issue,Resolved,4
COMP155429,CUST138766,2026-01-23,Network Issue,Pending,1
COMP155430,CUST138766,2025-12-21,Network Issue,Pending,2
COMP155431,CUST138766,2025-11-06,Billing Issue,Resolved,5
COMP155432,CUST138767,2025-12-29,Billing Issue,Resolved,5
COMP155433,CUST138768,2025-09-02,Service Quality,Resolved,2
COMP155434,CUST138768,2025-08-26,Service Quality,Resolved,4
COMP155435,CUST138768,2025-11-21,Service Quality,Resolved,6
COMP155436,CUST138768,2025-12-04,Network Issue,Resolved,1
COMP155437,CUST138768,2025-11-25,Data/Speed Issue,Resolved,6
COMP155438,CUST138769,2025-12-13,Service Quality,Resolved,2
COMP155439,CUST138769,2025-10-20,Billing Issue,Resolved,1
COMP155440,CUST138769,2025-12-07,Network Issue,Resolved,6
COMP155441,CUST138769,2025-12-13,Network Issue,Resolved,5
COMP155442,CUST138771,2025-09-22,Other,Resolved,1
COMP155443,CUST138773,2025-10-09,Billing Issue,Resolved,5
COMP155444,CUST138773,2025-09-21,Network Issue,Resolved,6
COMP155445,CUST138774,2025-12-18,Service Quality,Resolved,4
COMP155446,CUST138774,2025-08-16,Network Issue,Resolved,1
COMP155447,CUST138774,2025-11-23,Billing Issue,Resolved,6
COMP155448,CUST138775,2025-10-29,Service Quality,Resolved,6
COMP155449,CUST138775,2025-12-26,Network Issue,Resolved,1
COMP155450,CUST138775,2025-10-22,Data/Speed Issue,Resolved,6
COMP155451,CUST138775,2026-01-27,Other,Resolved,3
COMP155452,CUST138778,2025-12-22,Billing Issue,Pending,3
COMP155453,CUST138779,2025-10-28,Service Quality,Pending,13
COMP155454,CUST138779,2025-11-02,Network Issue,Pending,8
COMP155455,CUST138779,2025-09-16,Data/Speed Issue,Pending,14
COMP155456,CUST138779,2026-01-12,Data/Speed Issue,Resolved,9
COMP155457,CUST138780,2025-11-21,Other,Resolved,4
COMP155458,CUST138782,2025-12-13,Network Issue,Pending,6
COMP155459,CUST138782,2025-08-28,Billing Issue,Pending,14
COMP155460,CUST138783,2025-08-10,Service Quality,Resolved,5
COMP155461,CUST138783,2025-09-17,Network Issue,Resolved,1
COMP155462,CUST138784,2025-09-15,Data/Speed Issue,Resolved,1
COMP155463,CUST138785,2025-12-17,Service Quality,Resolved,4
COMP155464,CUST138785,2025-12-12,Data/Speed Issue,Pending,6
COMP155465,CUST138787,2025-12-04,Data/Speed Issue,Resolved,4
COMP155466,CUST138787,2025-12-02,Network Issue,Resolved,3
COMP155467,CUST138788,2025-10-13,Service Quality,Pending,8
COMP155468,CUST138788,2025-12-19,Service Quality,Pending,4
COMP155469,CUST138788,2025-09-24,Data/Speed Issue,Pending,14
COMP155470,CUST138788,2026-01-17,Service Quality,Pending,6
COMP155471,CUST138788,2025-10-15,Service Quality,Pending,4
COMP155472,CUST138790,2025-10-11,Billing Issue,Resolved,3
COMP155473,CUST138794,2025-09-14,Network Issue,Pending,4
COMP155474,CUST138796,2025-10-06,Billing Issue,Resolved,9
COMP155475,CUST138796,2025-10-29,Service Quality,Resolved,13
COMP155476,CUST138796,2025-12-20,Data/Speed Issue,Pending,7
COMP155477,CUST138796,2025-12-23,Data/Speed Issue,Pending,10
COMP155478,CUST138797,2025-08-24,Network Issue,Resolved,5
COMP155479,CUST138797,2025-11-08,Data/Speed Issue,Resolved,1
COMP155480,CUST138797,2025-12-03,Network Issue,Resolved,1
COMP155481,CUST138798,2025-10-06,Billing Issue,Resolved,7
COMP155482,CUST138798,2025-09-25,Data/Speed Issue,Pending,7
COMP155483,CUST138800,2025-09-15,Billing Issue,Resolved,7
COMP155484,CUST138800,2025-11-05,Network Issue,Resolved,14
COMP155485,CUST138801,2025-10-14,Billing Issue,Resolved,2
COMP155486,CUST138804,2025-11-09,Service Quality,Resolved,2
COMP155487,CUST138805,2025-09-24,Network Issue,Resolved,5
COMP155488,CUST138806,2025-08-21,Billing Issue,Pending,3
COMP155489,CUST138808,2025-09-16,Network Issue,Resolved,1
COMP155490,CUST138809,2025-10-06,Service Quality,Resolved,4
COMP155491,CUST138810,2025-12-14,Network Issue,Resolved,1
COMP155492,CUST138810,2025-10-08,Service Quality,Resolved,3
COMP155493,CUST138812,2025-08-05,Service Quality,Resolved,6
COMP155494,CUST138812,2025-12-06,Billing Issue,Resolved,4
COMP155495,CUST138813,2025-11-27,Network Issue,Resolved,3
COMP155496,CUST138814,2025-10-25,Service Quality,Pending,4
COMP155497,CUST138815,2025-10-24,Network Issue,Resolved,4
COMP155498,CUST138815,2025-09-20,Other,Pending,2
COMP155499,CUST138817,2025-09-18,Billing Issue,Resolved,8
COMP155500,CUST138817,2026-01-25,Data/Speed Issue,Pending,5
COMP155501,CUST138817,2025-12-25,Service Quality,Resolved,7
COMP155502,CUST138818,2025-09-02,Billing Issue,Resolved,4
COMP155503,CUST138819,2025-12-29,Data/Speed Issue,Resolved,2
COMP155504,CUST138819,2025-11-27,Billing Issue,Pending,1
COMP155505,CUST138824,2025-12-05,Network Issue,Resolved,14
COMP155506,CUST138824,2025-11-16,Other,Pending,4
COMP155507,CUST138826,2025-09-06,Billing Issue,Pending,9
COMP155508,CUST138826,2025-09-03,Service Quality,Pending,12
COMP155509,CUST138827,2026-01-20,Data/Speed Issue,Pending,4
COMP155510,CUST138832,2026-01-27,Billing Issue,Resolved,2
COMP155511,CUST138833,2025-09-28,Other,Resolved,3
COMP155512,CUST138833,2026-01-14,Billing Issue,Resolved,13
COMP155513,CUST138833,2026-01-19,Network Issue,Resolved,12
COMP155514,CUST138833,2025-08-22,Billing Issue,Resolved,4
COMP155515,CUST138834,2026-01-18,Billing Issue,Resolved,11
COMP155516,CUST138834,2025-11-01,Network Issue,Resolved,13
COMP155517,CUST138834,2025-09-09,Data/Speed Issue,Resolved,10
COMP155518,CUST138834,2025-12-11,Other,Pending,13
COMP155519,CUST138834,2025-09-21,Network Issue,Pending,13
COMP155520,CUST138835,2025-11-02,Service Quality,Resolved,6
COMP155521,CUST138835,2025-12-11,Network Issue,Resolved,3
COMP155522,CUST138836,2025-11-13,Network Issue,Resolved,6
COMP155523,CUST138836,2025-12-23,Service Quality,Resolved,3
COMP155524,CUST138837,2026-01-12,Other,Resolved,5
COMP155525,CUST138837,2025-09-25,Network Issue,Resolved,4
COMP155526,CUST138838,2025-10-15,Data/Speed Issue,Resolved,1
COMP155527,CUST138838,2025-12-06,Billing Issue,Resolved,1
COMP155528,CUST138838,2025-10-09,Service Quality,Pending,6
COMP155529,CUST138839,2025-12-14,Service Quality,Resolved,5
COMP155530,CUST138840,2026-01-10,Billing Issue,Pending,5
COMP155531,CUST138840,2025-09-20,Billing Issue,Resolved,6
COMP155532,CUST138840,2026-01-16,Billing Issue,Pending,4
COMP155533,CUST138840,2025-10-25,Service Quality,Resolved,6
COMP155534,CUST138842,2026-01-30,Network Issue,Resolved,2
COMP155535,CUST138845,2025-09-01,Service Quality,Pending,3
COMP155536,CUST138846,2025-11-23,Other,Resolved,6
COMP155537,CUST138847,2025-11-17,Data/Speed Issue,Resolved,2
COMP155538,CUST138848,2025-08-07,Network Issue,Resolved,6
COMP155539,CUST138848,2026-01-18,Billing Issue,Resolved,2
COMP155540,CUST138848,2025-11-15,Other,Resolved,3
COMP155541,CUST138849,2025-11-13,Billing Issue,Resolved,4
COMP155542,CUST138850,2026-01-14,Service Quality,Resolved,10
COMP155543,CUST138850,2025-11-02,Billing Issue,Pending,10
COMP155544,CUST138850,2025-11-12,Billing Issue,Resolved,5
COMP155545,CUST138851,2025-09-14,Network Issue,Resolved,2
COMP155546,CUST138854,2025-09-05,Other,Resolved,5
COMP155547,CUST138855,2026-01-02,Data/Speed Issue,Pending,4
COMP155548,CUST138855,2025-10-06,Billing Issue,Resolved,3
COMP155549,CUST138855,2025-11-20,Service Quality,Resolved,3
COMP155550,CUST138856,2025-11-25,Data/Speed Issue,Pending,5
COMP155551,CUST138857,2026-01-19,Data/Speed Issue,Resolved,3
COMP155552,CUST138861,2025-09-19,Network Issue,Resolved,2
COMP155553,CUST138863,2026-01-27,Network Issue,Resolved,2
COMP155554,CUST138863,2025-08-25,Service Quality,Resolved,4
COMP155555,CUST138863,2025-10-14,Other,Resolved,2
COMP155556,CUST138864,2026-01-19,Billing Issue,Pending,8
COMP155557,CUST138864,2025-11-19,Service Quality,Resolved,3
COMP155558,CUST138864,2025-10-12,Network Issue,Resolved,6
COMP155559,CUST138864,2025-09-29,Other,Pending,9
COMP155560,CUST138868,2025-11-07,Service Quality,Resolved,4
COMP155561,CUST138869,2025-12-27,Network Issue,Resolved,6
COMP155562,CUST138869,2025-09-04,Service Quality,Resolved,6
COMP155563,CUST138872,2026-01-22,Service Quality,Resolved,5
COMP155564,CUST138873,2025-12-29,Data/Speed Issue,Resolved,6
COMP155565,CUST138874,2025-11-01,Data/Speed Issue,Pending,6
COMP155566,CUST138875,2025-09-22,Other,Resolved,2
COMP155567,CUST138879,2025-09-15,Billing Issue,Resolved,5
COMP155568,CUST138879,2025-10-02,Billing Issue,Resolved,2
COMP155569,CUST138879,2025-09-04,Service Quality,Pending,2
COMP155570,CUST138880,2025-12-26,Service Quality,Resolved,4
COMP155571,CUST138881,2025-09-03,Service Quality,Resolved,5
COMP155572,CUST138882,2025-12-26,Network Issue,Resolved,4
COMP155573,CUST138882,2025-11-03,Service Quality,Resolved,4
COMP155574,CUST138885,2025-08-11,Network Issue,Resolved,1
COMP155575,CUST138885,2025-11-19,Network Issue,Resolved,6
COMP155576,CUST138885,2025-09-01,Billing Issue,Resolved,6
COMP155577,CUST138886,2025-08-06,Network Issue,Resolved,5
COMP155578,CUST138886,2025-08-04,Network Issue,Pending,5
COMP155579,CUST138887,2025-11-08,Service Quality,Pending,11
COMP155580,CUST138887,2025-11-25,Network Issue,Pending,13
COMP155581,CUST138888,2025-08-25,Data/Speed Issue,Resolved,4
COMP155582,CUST138888,2025-11-14,Network Issue,Pending,3
COMP155583,CUST138890,2025-11-27,Billing Issue,Pending,11
COMP155584,CUST138890,2025-12-06,Service Quality,Resolved,14
COMP155585,CUST138890,2025-11-06,Other,Pending,14
COMP155586,CUST138891,2025-08-11,Network Issue,Resolved,2
COMP155587,CUST138891,2025-11-27,Network Issue,Resolved,1
COMP155588,CUST138894,2026-01-01,Network Issue,Resolved,4
COMP155589,CUST138895,2025-11-24,Billing Issue,Pending,4
COMP155590,CUST138895,2025-12-07,Network Issue,Pending,1
COMP155591,CUST138896,2026-01-17,Data/Speed Issue,Resolved,10
COMP155592,CUST138896,2026-01-18,Network Issue,Resolved,12
COMP155593,CUST138897,2025-09-25,Service Quality,Resolved,2
COMP155594,CUST138898,2025-12-21,Billing Issue,Resolved,5
COMP155595,CUST138898,2025-09-08,Data/Speed Issue,Resolved,1
COMP155596,CUST138901,2025-09-19,Network Issue,Resolved,2
COMP155597,CUST138903,2026-01-03,Other,Resolved,2
COMP155598,CUST138905,2025-10-06,Billing Issue,Pending,1
COMP155599,CUST138906,2025-12-31,Network Issue,Pending,3
COMP155600,CUST138907,2025-09-24,Other,Resolved,3
COMP155601,CUST138909,2026-01-05,Data/Speed Issue,Pending,5
COMP155602,CUST138910,2026-01-03,Network Issue,Resolved,5
COMP155603,CUST138912,2025-11-16,Billing Issue,Resolved,3
COMP155604,CUST138914,2026-01-30,Other,Resolved,2
COMP155605,CUST138914,2025-08-15,Service Quality,Resolved,4
COMP155606,CUST138914,2026-01-04,Network Issue,Resolved,4
COMP155607,CUST138915,2026-01-20,Data/Speed Issue,Pending,8
COMP155608,CUST138915,2025-09-30,Data/Speed Issue,Pending,12
COMP155609,CUST138917,2025-12-17,Data/Speed Issue,Resolved,6
COMP155610,CUST138918,2025-09-21,Service Quality,Resolved,10
COMP155611,CUST138918,2025-12-08,Billing Issue,Pending,9
COMP155612,CUST138919,2025-08-13,Network Issue,Resolved,2
COMP155613,CUST138919,2025-09-11,Service Quality,Resolved,1
COMP155614,CUST138920,2026-01-28,Billing Issue,Resolved,3
COMP155615,CUST138920,2025-10-11,Billing Issue,Resolved,4
COMP155616,CUST138921,2025-09-25,Network Issue,Pending,2
COMP155617,CUST138921,2025-08-14,Data/Speed Issue,Resolved,6
COMP155618,CUST138922,2025-10-05,Service Quality,Resolved,3
COMP155619,CUST138922,2026-01-05,Network Issue,Resolved,2
COMP155620,CUST138924,2025-12-17,Data/Speed Issue,Pending,4
COMP155621,CUST138924,2025-11-29,Billing Issue,Resolved,3
COMP155622,CUST138925,2025-11-25,Billing Issue,Resolved,5
COMP155623,CUST138926,2025-11-20,Network Issue,Resolved,12
COMP155624,CUST138926,2025-10-08,Network Issue,Resolved,12
COMP155625,CUST138926,2025-12-13,Data/Speed Issue,Resolved,5
COMP155626,CUST138927,2025-11-10,Other,Resolved,10
COMP155627,CUST138927,2025-09-29,Billing Issue,Pending,13
COMP155628,CUST138927,2025-12-28,Network Issue,Resolved,6
COMP155629,CUST138927,2025-12-03,Other,Resolved,6
COMP155630,CUST138928,2026-01-06,Other,Pending,6
COMP155631,CUST138929,2025-10-15,Service Quality,Resolved,4
COMP155632,CUST138931,2025-11-26,Billing Issue,Pending,11
COMP155633,CUST138931,2025-09-06,Other,Resolved,7
COMP155634,CUST138931,2025-09-16,Data/Speed Issue,Resolved,11
COMP155635,CUST138931,2025-12-13,Billing Issue,Resolved,3
COMP155636,CUST138932,2025-09-01,Network Issue,Resolved,1
COMP155637,CUST138935,2025-08-12,Network Issue,Resolved,1
COMP155638,CUST138936,2025-11-01,Data/Speed Issue,Pending,6
COMP155639,CUST138937,2025-12-04,Data/Speed Issue,Resolved,6
COMP155640,CUST138938,2025-08-30,Network Issue,Resolved,6
COMP155641,CUST138940,2025-10-10,Service Quality,Resolved,2
COMP155642,CUST138940,2025-10-02,Data/Speed Issue,Resolved,4
COMP155643,CUST138940,2026-01-04,Other,Resolved,4
COMP155644,CUST138941,2026-01-14,Billing Issue,Pending,2
COMP155645,CUST138941,2025-10-29,Other,Pending,1
COMP155646,CUST138941,2025-12-17,Billing Issue,Pending,4
COMP155647,CUST138941,2025-11-05,Service Quality,Pending,1
COMP155648,CUST138942,2025-11-13,Billing Issue,Resolved,1
COMP155649,CUST138942,2025-09-23,Service Quality,Resolved,5
COMP155650,CUST138947,2025-12-27,Network Issue,Resolved,2
COMP155651,CUST138947,2025-11-14,Data/Speed Issue,Resolved,5
COMP155652,CUST138947,2025-08-24,Network Issue,Pending,1
COMP155653,CUST138947,2025-12-21,Service Quality,Resolved,1
COMP155654,CUST138949,2025-09-17,Network Issue,Resolved,11
COMP155655,CUST138949,2025-09-27,Billing Issue,Resolved,7
COMP155656,CUST138950,2025-12-09,Billing Issue,Pending,1
COMP155657,CUST138950,2025-09-14,Network Issue,Resolved,6
COMP155658,CUST138950,2026-01-11,Other,Resolved,6
COMP155659,CUST138951,2025-10-14,Service Quality,Resolved,6
COMP155660,CUST138953,2025-10-01,Data/Speed Issue,Resolved,3
COMP155661,CUST138953,2026-01-22,Service Quality,Resolved,6
COMP155662,CUST138955,2026-01-29,Service Quality,Pending,14
COMP155663,CUST138955,2025-10-10,Other,Pending,5
COMP155664,CUST138955,2025-12-02,Other,Resolved,11
COMP155665,CUST138956,2025-08-09,Data/Speed Issue,Resolved,5
COMP155666,CUST138956,2025-08-16,Service Quality,Resolved,3
COMP155667,CUST138957,2025-11-08,Other,Resolved,9
COMP155668,CUST138957,2025-10-31,Data/Speed Issue,Resolved,13
COMP155669,CUST138958,2025-09-26,Data/Speed Issue,Resolved,5
COMP155670,CUST138959,2025-12-20,Network Issue,Resolved,4
COMP155671,CUST138959,2025-10-22,Service Quality,Resolved,1
COMP155672,CUST138960,2025-11-17,Network Issue,Pending,2
COMP155673,CUST138962,2025-10-02,Network Issue,Resolved,6
COMP155674,CUST138965,2025-09-10,Network Issue,Resolved,1
COMP155675,CUST138965,2025-12-26,Service Quality,Resolved,5
COMP155676,CUST138966,2025-09-07,Billing Issue,Resolved,2
COMP155677,CUST138968,2025-12-23,Billing Issue,Resolved,14
COMP155678,CUST138968,2025-11-09,Service Quality,Resolved,9
COMP155679,CUST138968,2025-09-25,Data/Speed Issue,Resolved,7
COMP155680,CUST138970,2026-01-22,Data/Speed Issue,Pending,13
COMP155681,CUST138970,2025-11-26,Billing Issue,Pending,8
COMP155682,CUST138971,2025-09-04,Data/Speed Issue,Resolved,6
COMP155683,CUST138971,2026-01-27,Other,Pending,9
COMP155684,CUST138971,2025-10-21,Network Issue,Resolved,13
COMP155685,CUST138972,2025-09-13,Other,Resolved,4
COMP155686,CUST138972,2025-09-07,Other,Resolved,6
COMP155687,CUST138973,2025-10-12,Billing Issue,Pending,5
COMP155688,CUST138973,2025-08-06,Billing Issue,Pending,9
COMP155689,CUST138973,2025-11-09,Network Issue,Pending,7
COMP155690,CUST138974,2026-01-14,Billing Issue,Pending,2
COMP155691,CUST138975,2026-01-25,Billing Issue,Resolved,12
COMP155692,CUST138975,2025-08-04,Billing Issue,Pending,12
COMP155693,CUST138975,2025-10-16,Network Issue,Resolved,13
COMP155694,CUST138975,2025-08-09,Network Issue,Pending,5
COMP155695,CUST138976,2025-11-29,Billing Issue,Resolved,3
COMP155696,CUST138976,2025-11-09,Network Issue,Resolved,9
COMP155697,CUST138977,2025-08-22,Network Issue,Resolved,5
COMP155698,CUST138978,2025-11-06,Network Issue,Resolved,7
COMP155699,CUST138978,2025-09-04,Service Quality,Pending,13
COMP155700,CUST138978,2025-12-26,Network Issue,Pending,13
COMP155701,CUST138979,2025-08-16,Service Quality,Pending,14
COMP155702,CUST138979,2025-12-18,Service Quality,Resolved,6
COMP155703,CUST138979,2025-08-22,Service Quality,Resolved,11
COMP155704,CUST138979,2025-11-17,Data/Speed Issue,Resolved,8
COMP155705,CUST138979,2025-11-26,Other,Resolved,12
COMP155706,CUST138980,2025-11-27,Network Issue,Resolved,6
COMP155707,CUST138983,2025-10-09,Data/Speed Issue,Pending,6
COMP155708,CUST138983,2026-01-24,Service Quality,Pending,3
COMP155709,CUST138983,2025-11-06,Network Issue,Resolved,6
COMP155710,CUST138983,2025-10-27,Service Quality,Resolved,3
COMP155711,CUST138987,2025-11-27,Billing Issue,Pending,14
COMP155712,CUST138988,2025-12-05,Service Quality,Resolved,2
COMP155713,CUST138988,2025-09-06,Service Quality,Resolved,6
COMP155714,CUST138989,2025-11-19,Service Quality,Resolved,4
COMP155715,CUST138990,2025-09-21,Service Quality,Resolved,5
